Id,Label,nb_retweets,nb_retweeted,modularity_class,pageranks,Modularity Class_08,Modularity Class_10-selected
1428913072807108608,,75,417,0,0.000265,12,0
1320424215309250560,,168,1224,0,0.00049,12,0
1419802568096616454,,305,1090,0,0.000675,12,0
1349010518011506690,,652,1122,0,0.001099,12,0
1399402771900768259,,308,1543,0,0.000836,12,0
1547763786559266816,,295,1294,0,0.00054,12,0
1046102582643642373,,618,1191,0,0.001128,12,0
166134301,MAGA,549,4275,0,0.001647,12,0
1195136746524012544,,435,3574,0,0.001047,12,0
1391045539232325634,,234,3206,0,0.000595,12,0
45190383,,41,675,0,0.000392,9,0
20076659,,5,1014,0,0.000364,9,0
275367178,,2,378,0,0.000347,9,0
28614262,,25,836,0,0.000359,9,0
1358956387636805634,,138,341,0,0.000352,12,0
