Id;modularity_class
1522321013501042688;0
3252176594;0
1492745039021330439;0
1519051076531535873;0
108975367;0
1297381019054534657;0
2781080976;0
1493221227837722624;0
1511017500263264256;0
1255501986063138816;0
296648994;0
499417827;0
1533891156454432768;0
266603022;0
880973128918331392;0
1507018454204747778;0
242618658;0
1312103272455573506;0
900886526594252802;0
1357005589302435852;0
2851315711;0
743900452488511488;0
18752647;0
1368422614725767169;0
1338885776323600385;0
1519810681054375936;0
784878183392813057;0
1469405994488713222;0
43005978;0
906154752110682113;0
50772918;0
781922674385846273;0
1478399183166099462;0
1494372852828721160;0
526665072;0
1311145810667745281;0
69684040;0
1406751253;0
918556143705837569;0
17456691;0
1484681649853980673;0
4423543213;0
312340659;0
1403801692085305344;0
2304766592;0
1237578874424344576;0
1522554032614690817;0
3156705035;0
1519293547664580608;0
2949120922;0
1308450603023118343;0
41063062;0
1433220731215699973;0
2600024640;0
3237166724;0
1442591901782212610;0
1484161259020992518;0
1353097370595110915;0
2329435819;0
931681289614385158;0
1518774628059033601;0
863857568;0
2466902761;0
1534554972;0
1412138623302918144;0
1449236706255835137;0
1869642498;0
2908486458;0
3256876080;0
3974365576;0
1448879014450540545;0
32804484;0
552308378;0
883534167446880256;0
1165957686;0
206414832;0
1244374235105177601;0
936733463675207680;0
952346238191652864;0
73150459;0
1515957087276310532;0
1691497362;0
376355352;0
1495911512786890752;0
703185801;0
1266152654981513216;0
2327857541;0
705104718629052416;0
3325022811;0
1524054025435377665;0
954508193576595456;0
469194846;0
1462890487237517321;0
1252616555218649089;0
1518802996502704128;0
57140744;0
409430647;0
1115745776;0
970048938928754688;0
1496847796913192962;0
2197746378;0
555414571;0
1452668023;0
1512779654645624838;0
935204839755194368;0
1271814207344951301;0
825461822295834624;0
1428475238312857600;0
987694579;0
389318167;0
1024355851136458752;0
841731972263174144;0
286233448;0
1541787977210265606;0
4107573141;0
1343526204087955457;0
4780629462;0
1497246389889376297;0
3185516904;0
1524107502991855618;0
805054364351987712;0
1975726368;0
997990903158583296;0
756135007;0
23442861;0
331661521;0
130924781;0
1015070994;0
1530378649123299328;0
1324742403492892673;0
116837392;0
1494439368643198979;0
1412586771951587329;0
1528136935071424518;0
841991261309431808;0
2600818932;0
1337842346206109699;0
1372338752954204161;0
926868771574288385;0
